taxon,aphia_ID,scientific_name,rank,class,kingdom,phylum,subphylum,genus,worms,rank_combined
Proboscia alata,149168,Proboscia alata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Proboscia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Proboscia/Proboscia alata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Proboscia alata auxospore,149168,Proboscia alata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Proboscia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Proboscia/Proboscia alata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Proboscia alata f. gracillima,847022,Proboscia alata f. gracillima,Forma,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Proboscia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Proboscia/Proboscia alata/Proboscia alata f. gracillima,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species/Forma
Proboscia alata f. indica,983150,Proboscia alata f. indica,Forma,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Proboscia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Proboscia/Proboscia alata/Proboscia alata f. indica,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species/Forma
Proboscia indica,345513,Proboscia indica,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Proboscia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Proboscia/Proboscia indica,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Psammodiscus,163337,Psammodiscus,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Psammodiscus,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycidae incertae sedis/Rhaponeidales/Psammodiscaceae/Psammodiscus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Pseudo-nitzschia,149151,Pseudo-nitzschia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Pseudo-nitzschia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Pseudo-nitzschia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Pseudo-nitzschia australis,246604,Pseudo-nitzschia australis,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Pseudo-nitzschia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia australis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Pseudo-nitzschia calliantha,246605,Pseudo-nitzschia calliantha,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Pseudo-nitzschia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia calliantha,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Pseudo-nitzschia delicatissima,149153,Pseudo-nitzschia delicatissima,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Pseudo-nitzschia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia delicatissima,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Pseudo-nitzschia fraudulenta,246606,Pseudo-nitzschia fraudulenta,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Pseudo-nitzschia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia fraudulenta,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Pseudo-nitzschia galaxiae,246607,Pseudo-nitzschia galaxiae,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Pseudo-nitzschia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia galaxiae,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Pseudo-nitzschia pseudodelicatissima,156548,Pseudo-nitzschia pseudodelicatissima,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Pseudo-nitzschia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia pseudodelicatissima,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Pseudo-nitzschia pungens,160528,Pseudo-nitzschia pungens,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Pseudo-nitzschia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia pungens,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Pseudo-nitzschia seriata,149152,Pseudo-nitzschia seriata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Pseudo-nitzschia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Bacillariales/Bacillariaceae/Pseudo-nitzschia/Pseudo-nitzschia seriata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhabdonema adriaticum,157074,Rhabdonema adriaticum,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhabdonema,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Rhabdonematales/Rhabdonemataceae/Rhabdonema/Rhabdonema adriaticum,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhaphoneis,149065,Rhaphoneis,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhaphoneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycidae incertae sedis/Rhaponeidales/Rhaphoneidaceae/Rhaphoneis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Rhaphoneis minutissima,611858,Rhaphoneis minutissima,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhaphoneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycidae incertae sedis/Rhaponeidales/Rhaphoneidaceae/Rhaphoneis/Rhaphoneis minutissima,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia,149069,Rhizosolenia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Rhizosolenia acuminata,196805,Rhizosolenia acuminata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia acuminata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia bergonii,196811,Rhizosolenia bergonii,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia bergonii,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia calcar-avis,163346,Rhizosolenia calcar-avis,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia calcar-avis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia cylindrus,163242,Rhizosolenia cylindrus,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia cylindrus,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia delicatula,149114,Rhizosolenia delicatula,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia delicatula,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia fragilissima f. fragilissima,985165,Rhizosolenia fragilissima f. fragilissima,Forma,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia fragilissima/Rhizosolenia fragilissima f. fragilissima,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species/Forma
Rhizosolenia hebetata,149070,Rhizosolenia hebetata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia hebetata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia hebetata f. semispina,149071,Rhizosolenia hebetata f. semispina,Forma,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia hebetata/Rhizosolenia hebetata f. semispina,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species/Forma
Rhizosolenia imbricata,149116,Rhizosolenia imbricata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia imbricata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia pungens,149117,Rhizosolenia pungens,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia pungens,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia robusta,149311,Rhizosolenia robusta,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia robusta,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia setigera,149115,Rhizosolenia setigera,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia setigera,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia styliformis,149629,Rhizosolenia styliformis,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia styliformis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhizosolenia styliformis var. longispina,395037,Rhizosolenia styliformis var. longispina,Variety,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhizosolenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Rhizosolenianae/Rhizosoleniales/Rhizosoleniaceae/Rhizosolenia/Rhizosolenia styliformis/Rhizosolenia styliformis var. longispina,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species/Variety
Rhoicosphaenia,149391,Rhoicosphenia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhoicosphenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Cymbellales/Rhoicospheniaceae/Rhoicosphenia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Rhoicosphenia abbreviata,175794,Rhoicosphenia abbreviata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhoicosphenia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Cymbellales/Rhoicospheniaceae/Rhoicosphenia/Rhoicosphenia abbreviata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Rhopalodia,149565,Rhopalodia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Rhopalodia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Rhopalodiales/Rhopalodiaceae/Rhopalodia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Roperia,149104,Roperia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Roperia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Hemidiscaceae/Roperia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Skeletonema,149073,Skeletonema,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Skeletonema,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Thalassiosiranae/Thalassiosirales/Skeletonemaceae/Skeletonema,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Skeletonema costatum,149074,Skeletonema costatum,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Skeletonema,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Thalassiosiranae/Thalassiosirales/Skeletonemaceae/Skeletonema/Skeletonema costatum,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Skeletonema marinoi,376667,Skeletonema marinoi,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Skeletonema,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Thalassiosiranae/Thalassiosirales/Skeletonemaceae/Skeletonema/Skeletonema marinoi,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Stauroneis,149077,Stauroneis,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Stauroneis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Naviculales/Stauroneidaceae/Stauroneis,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Staurosira,175928,Staurosira,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Staurosira,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Fragilariales/Fragilariaceae/Staurosira,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Stellarima stellaris,149653,Stellarima stellaris,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Stellarima,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Coscinodiscales/Coscinodiscaceae/Stellarima/Stellarima stellaris,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Stenopterobia,175974,Stenopterobia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Stenopterobia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Surirellales/Surirellaceae/Stenopterobia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Stephanopyxis turris,149631,Stephanopyxis turris,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Stephanopyxis,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Coscinodiscophycidae/Coscinodiscanae/Melosirales/Stephanopyxidaceae/Stephanopyxis/Stephanopyxis turris,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Striatella,149176,Striatella,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Striatella,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Striatellales/Striatellaceae/Striatella,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Striatella unipunctata,149177,Striatella unipunctata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Striatella,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Striatellales/Striatellaceae/Striatella/Striatella unipunctata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Surirella,149084,Surirella,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Surirella,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Bacillariophycidae/Bacillariophycanae/Surirellales/Surirellaceae/Surirella,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Synedra,149186,Synedra,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Synedra,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Fragilariales/Fragilariaceae/Synedra,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Synedra fulgens,163712,Synedra fulgens,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Synedra,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Fragilariales/Fragilariaceae/Synedra/Synedra fulgens,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
Tabularia,157059,Tabularia,Genus,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Tabularia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Fragilariales/Fragilariaceae/Tabularia,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus
Tabularia fasciculata,157061,Tabularia fasciculata,Species,Bacillariophyceae,Chromista,Heterokontophyta,Bacillariophytina,Tabularia,Chromista/Heterokontophyta/Bacillariophytina/Bacillariophyceae/Fragilariophycidae/Fragilariophycanae/Fragilariales/Fragilariaceae/Tabularia/Tabularia fasciculata,Kingdom/Phylum/Subphylum/Class/Subclass/Superorder/Order/Family/Genus/Species
